split,class_name,file_path,width,height
test,cardboard,data\test\cardboard\cardboard353.jpg,512,384
test,cardboard,data\test\cardboard\cardboard358.jpg,512,384
test,cardboard,data\test\cardboard\cardboard370.jpg,512,384
test,cardboard,data\test\cardboard\cardboard371.jpg,512,384
test,cardboard,data\test\cardboard\cardboard377.jpg,512,384
test,cardboard,data\test\cardboard\cardboard378.jpg,512,384
test,cardboard,data\test\cardboard\cardboard389.jpg,512,384
test,cardboard,data\test\cardboard\cardboard394.jpg,512,384
test,cardboard,data\test\cardboard\cardboard399.jpg,512,384
test,cardboard,data\test\cardboard\cardboard48.jpg,512,384
test,cardboard,data\test\cardboard\cardboard58.jpg,512,384
test,cardboard,data\test\cardboard\cardboard6.jpg,512,384
test,cardboard,data\test\cardboard\cardboard66.jpg,512,384
test,cardboard,data\test\cardboard\cardboard68.jpg,512,384
test,cardboard,data\test\cardboard\cardboard76.jpg,512,384
test,cardboard,data\test\cardboard\cardboard78.jpg,512,384
test,cardboard,data\test\cardboard\cardboard82.jpg,512,384
test,cardboard,data\test\cardboard\cardboard85.jpg,512,384
test,cardboard,data\test\cardboard\cardboard88.jpg,512,384
test,cardboard,data\test\cardboard\cardboard90.jpg,512,384
test,cardboard,data\test\cardboard\cardboard96.jpg,512,384
test,glass,data\test\glass\glass10.jpg,512,384
test,glass,data\test\glass\glass102.jpg,512,384
test,glass,data\test\glass\glass11.jpg,512,384
test,glass,data\test\glass\glass115.jpg,512,384
test,glass,data\test\glass\glass117.jpg,512,384
test,glass,data\test\glass\glass118.jpg,512,384
test,glass,data\test\glass\glass119.jpg,512,384
test,glass,data\test\glass\glass122.jpg,512,384
test,glass,data\test\glass\glass133.jpg,512,384
test,glass,data\test\glass\glass141.jpg,512,384
test,glass,data\test\glass\glass146.jpg,512,384
test,glass,data\test\glass\glass150.jpg,512,384
test,glass,data\test\glass\glass158.jpg,512,384
test,glass,data\test\glass\glass159.jpg,512,384
test,glass,data\test\glass\glass167.jpg,512,384
test,glass,data\test\glass\glass168.jpg,512,384
test,glass,data\test\glass\glass170.jpg,512,384
test,glass,data\test\glass\glass173.jpg,512,384
test,glass,data\test\glass\glass174.jpg,512,384
test,glass,data\test\glass\glass180.jpg,512,384
test,glass,data\test\glass\glass181.jpg,512,384
test,glass,data\test\glass\glass196.jpg,512,384
test,glass,data\test\glass\glass208.jpg,512,384
test,glass,data\test\glass\glass213.jpg,512,384
test,glass,data\test\glass\glass214.jpg,512,384
test,glass,data\test\glass\glass22.jpg,512,384
test,glass,data\test\glass\glass226.jpg,512,384
test,glass,data\test\glass\glass240.jpg,512,384
test,glass,data\test\glass\glass252.jpg,512,384
test,glass,data\test\glass\glass262.jpg,512,384
test,glass,data\test\glass\glass264.jpg,512,384
test,glass,data\test\glass\glass267.jpg,512,384
test,glass,data\test\glass\glass27.jpg,512,384
test,glass,data\test\glass\glass287.jpg,512,384
test,glass,data\test\glass\glass289.jpg,512,384
test,glass,data\test\glass\glass29.jpg,512,384
test,glass,data\test\glass\glass294.jpg,512,384
test,glass,data\test\glass\glass296.jpg,512,384
test,glass,data\test\glass\glass298.jpg,512,384
test,glass,data\test\glass\glass302.jpg,512,384
test,glass,data\test\glass\glass350.jpg,512,384
test,glass,data\test\glass\glass353.jpg,512,384
test,glass,data\test\glass\glass357.jpg,512,384
test,glass,data\test\glass\glass358.jpg,512,384
test,glass,data\test\glass\glass368.jpg,512,384
test,glass,data\test\glass\glass385.jpg,512,384
test,glass,data\test\glass\glass391.jpg,512,384
test,glass,data\test\glass\glass393.jpg,512,384
test,glass,data\test\glass\glass406.jpg,512,384
test,glass,data\test\glass\glass407.jpg,512,384
test,glass,data\test\glass\glass413.jpg,512,384
test,glass,data\test\glass\glass417.jpg,512,384
test,glass,data\test\glass\glass424.jpg,512,384
test,glass,data\test\glass\glass438.jpg,512,384
test,glass,data\test\glass\glass439.jpg,512,384
test,glass,data\test\glass\glass440.jpg,512,384
test,glass,data\test\glass\glass444.jpg,512,384
test,glass,data\test\glass\glass454.jpg,512,384
test,glass,data\test\glass\glass459.jpg,512,384
test,glass,data\test\glass\glass46.jpg,512,384
test,glass,data\test\glass\glass466.jpg,512,384
test,glass,data\test\glass\glass468.jpg,512,384
test,glass,data\test\glass\glass469.jpg,512,384
test,glass,data\test\glass\glass473.jpg,512,384
test,glass,data\test\glass\glass481.jpg,512,384
test,glass,data\test\glass\glass484.jpg,512,384
test,glass,data\test\glass\glass49.jpg,512,384
test,glass,data\test\glass\glass494.jpg,512,384
test,glass,data\test\glass\glass496.jpg,512,384
test,glass,data\test\glass\glass54.jpg,512,384
test,glass,data\test\glass\glass55.jpg,512,384
test,glass,data\test\glass\glass64.jpg,512,384
test,glass,data\test\glass\glass65.jpg,512,384
test,glass,data\test\glass\glass66.jpg,512,384
test,glass,data\test\glass\glass80.jpg,512,384
test,glass,data\test\glass\glass88.jpg,512,384
test,metal,data\test\metal\metal104.jpg,512,384
test,metal,data\test\metal\metal122.jpg,512,384
test,metal,data\test\metal\metal123.jpg,512,384
test,metal,data\test\metal\metal126.jpg,512,384
test,metal,data\test\metal\metal129.jpg,512,384
test,metal,data\test\metal\metal132.jpg,512,384
test,metal,data\test\metal\metal136.jpg,512,384
test,metal,data\test\metal\metal138.jpg,512,384
test,metal,data\test\metal\metal144.jpg,512,384
test,metal,data\test\metal\metal146.jpg,512,384
test,metal,data\test\metal\metal151.jpg,512,384
test,metal,data\test\metal\metal153.jpg,512,384
test,metal,data\test\metal\metal157.jpg,512,384
test,metal,data\test\metal\metal168.jpg,512,384
test,metal,data\test\metal\metal169.jpg,512,384
test,metal,data\test\metal\metal171.jpg,512,384
test,metal,data\test\metal\metal184.jpg,512,384
test,metal,data\test\metal\metal195.jpg,512,384
test,metal,data\test\metal\metal197.jpg,512,384
test,metal,data\test\metal\metal202.jpg,512,384
test,metal,data\test\metal\metal209.jpg,512,384
test,metal,data\test\metal\metal213.jpg,512,384
test,metal,data\test\metal\metal215.jpg,512,384
test,metal,data\test\metal\metal220.jpg,512,384
test,metal,data\test\metal\metal23.jpg,512,384
test,metal,data\test\metal\metal233.jpg,512,384
test,metal,data\test\metal\metal236.jpg,512,384
test,metal,data\test\metal\metal239.jpg,512,384
test,metal,data\test\metal\metal24.jpg,512,384
test,metal,data\test\metal\metal256.jpg,512,384
test,metal,data\test\metal\metal274.jpg,512,384
test,metal,data\test\metal\metal284.jpg,512,384
test,metal,data\test\metal\metal291.jpg,512,384
test,metal,data\test\metal\metal297.jpg,512,384
test,metal,data\test\metal\metal301.jpg,512,384
test,metal,data\test\metal\metal302.jpg,512,384
test,metal,data\test\metal\metal306.jpg,512,384
test,metal,data\test\metal\metal315.jpg,512,384
test,metal,data\test\metal\metal319.jpg,512,384
test,metal,data\test\metal\metal32.jpg,512,384
test,metal,data\test\metal\metal325.jpg,512,384
test,metal,data\test\metal\metal34.jpg,512,384
test,metal,data\test\metal\metal354.jpg,512,384
test,metal,data\test\metal\metal356.jpg,512,384
test,metal,data\test\metal\metal359.jpg,512,384
test,metal,data\test\metal\metal361.jpg,512,384
test,metal,data\test\metal\metal363.jpg,512,384
test,metal,data\test\metal\metal365.jpg,512,384
test,metal,data\test\metal\metal370.jpg,512,384
test,metal,data\test\metal\metal374.jpg,512,384
test,metal,data\test\metal\metal379.jpg,512,384
test,metal,data\test\metal\metal380.jpg,512,384
test,metal,data\test\metal\metal384.jpg,512,384
test,metal,data\test\metal\metal385.jpg,512,384
test,metal,data\test\metal\metal388.jpg,512,384
test,metal,data\test\metal\metal39.jpg,512,384
test,metal,data\test\metal\metal393.jpg,512,384
test,metal,data\test\metal\metal403.jpg,512,384
test,metal,data\test\metal\metal46.jpg,512,384
test,metal,data\test\metal\metal51.jpg,512,384
test,metal,data\test\metal\metal77.jpg,512,384
test,metal,data\test\metal\metal93.jpg,512,384
test,paper,data\test\paper\paper100.jpg,512,384
test,paper,data\test\paper\paper106.jpg,512,384
test,paper,data\test\paper\paper111.jpg,512,384
test,paper,data\test\paper\paper112.jpg,512,384
test,paper,data\test\paper\paper118.jpg,512,384
test,paper,data\test\paper\paper121.jpg,512,384
test,paper,data\test\paper\paper122.jpg,512,384
test,paper,data\test\paper\paper129.jpg,512,384
test,paper,data\test\paper\paper133.jpg,512,384
test,paper,data\test\paper\paper140.jpg,512,384
test,paper,data\test\paper\paper145.jpg,512,384
test,paper,data\test\paper\paper155.jpg,512,384
test,paper,data\test\paper\paper157.jpg,512,384
test,paper,data\test\paper\paper162.jpg,512,384
test,paper,data\test\paper\paper18.jpg,512,384
test,paper,data\test\paper\paper183.jpg,512,384
test,paper,data\test\paper\paper189.jpg,512,384
test,paper,data\test\paper\paper190.jpg,512,384
test,paper,data\test\paper\paper199.jpg,512,384
test,paper,data\test\paper\paper20.jpg,512,384
test,paper,data\test\paper\paper205.jpg,512,384
test,paper,data\test\paper\paper206.jpg,512,384
test,paper,data\test\paper\paper208.jpg,512,384
test,paper,data\test\paper\paper211.jpg,512,384
test,paper,data\test\paper\paper212.jpg,512,384
test,paper,data\test\paper\paper214.jpg,512,384
test,paper,data\test\paper\paper219.jpg,512,384
test,paper,data\test\paper\paper22.jpg,512,384
test,paper,data\test\paper\paper223.jpg,512,384
test,paper,data\test\paper\paper228.jpg,512,384
test,paper,data\test\paper\paper232.jpg,512,384
test,paper,data\test\paper\paper235.jpg,512,384
test,paper,data\test\paper\paper241.jpg,512,384
test,paper,data\test\paper\paper248.jpg,512,384
test,paper,data\test\paper\paper26.jpg,512,384
test,paper,data\test\paper\paper274.jpg,512,384
test,paper,data\test\paper\paper289.jpg,512,384
test,paper,data\test\paper\paper290.jpg,512,384
test,paper,data\test\paper\paper295.jpg,512,384
test,paper,data\test\paper\paper299.jpg,512,384
test,paper,data\test\paper\paper3.jpg,512,384
test,paper,data\test\paper\paper302.jpg,512,384
test,paper,data\test\paper\paper313.jpg,512,384
test,paper,data\test\paper\paper314.jpg,512,384
test,paper,data\test\paper\paper315.jpg,512,384
test,paper,data\test\paper\paper316.jpg,512,384
test,paper,data\test\paper\paper323.jpg,512,384
test,paper,data\test\paper\paper33.jpg,512,384
test,paper,data\test\paper\paper340.jpg,512,384
test,paper,data\test\paper\paper342.jpg,512,384
test,paper,data\test\paper\paper353.jpg,512,384
test,paper,data\test\paper\paper354.jpg,512,384
test,paper,data\test\paper\paper357.jpg,512,384
test,paper,data\test\paper\paper370.jpg,512,384
test,paper,data\test\paper\paper378.jpg,512,384
test,paper,data\test\paper\paper38.jpg,512,384
test,paper,data\test\paper\paper400.jpg,512,384
test,paper,data\test\paper\paper401.jpg,512,384
test,paper,data\test\paper\paper406.jpg,512,384
test,paper,data\test\paper\paper429.jpg,512,384
test,paper,data\test\paper\paper43.jpg,512,384
test,paper,data\test\paper\paper433.jpg,512,384
test,paper,data\test\paper\paper438.jpg,512,384
test,paper,data\test\paper\paper439.jpg,512,384
test,paper,data\test\paper\paper440.jpg,512,384
test,paper,data\test\paper\paper441.jpg,512,384
test,paper,data\test\paper\paper450.jpg,512,384
test,paper,data\test\paper\paper457.jpg,512,384
test,paper,data\test\paper\paper462.jpg,512,384
test,paper,data\test\paper\paper463.jpg,512,384
test,paper,data\test\paper\paper466.jpg,512,384
test,paper,data\test\paper\paper475.jpg,512,384
test,paper,data\test\paper\paper476.jpg,512,384
test,paper,data\test\paper\paper481.jpg,512,384
test,paper,data\test\paper\paper486.jpg,512,384
test,paper,data\test\paper\paper508.jpg,512,384
test,paper,data\test\paper\paper509.jpg,512,384
test,paper,data\test\paper\paper517.jpg,512,384
test,paper,data\test\paper\paper518.jpg,512,384
test,paper,data\test\paper\paper527.jpg,512,384
test,paper,data\test\paper\paper533.jpg,512,384
test,paper,data\test\paper\paper550.jpg,512,384
test,paper,data\test\paper\paper553.jpg,512,384
test,paper,data\test\paper\paper594.jpg,512,384
test,paper,data\test\paper\paper6.jpg,512,384
test,paper,data\test\paper\paper62.jpg,512,384
test,paper,data\test\paper\paper64.jpg,512,384
test,paper,data\test\paper\paper69.jpg,512,384
test,paper,data\test\paper\paper81.jpg,512,384
test,paper,data\test\paper\paper95.jpg,512,384
test,plastic,data\test\plastic\plastic100.jpg,512,384
test,plastic,data\test\plastic\plastic106.jpg,512,384
test,plastic,data\test\plastic\plastic107.jpg,512,384
test,plastic,data\test\plastic\plastic110.jpg,512,384
test,plastic,data\test\plastic\plastic111.jpg,512,384
test,plastic,data\test\plastic\plastic116.jpg,512,384
test,plastic,data\test\plastic\plastic120.jpg,512,384
test,plastic,data\test\plastic\plastic123.jpg,512,384
test,plastic,data\test\plastic\plastic128.jpg,512,384
test,plastic,data\test\plastic\plastic135.jpg,512,384
test,plastic,data\test\plastic\plastic136.jpg,512,384
test,plastic,data\test\plastic\plastic144.jpg,512,384
test,plastic,data\test\plastic\plastic15.jpg,512,384
test,plastic,data\test\plastic\plastic155.jpg,512,384
test,plastic,data\test\plastic\plastic162.jpg,512,384
test,plastic,data\test\plastic\plastic163.jpg,512,384
test,plastic,data\test\plastic\plastic165.jpg,512,384
test,plastic,data\test\plastic\plastic166.jpg,512,384
test,plastic,data\test\plastic\plastic168.jpg,512,384
test,plastic,data\test\plastic\plastic199.jpg,512,384
test,plastic,data\test\plastic\plastic201.jpg,512,384
test,plastic,data\test\plastic\plastic207.jpg,512,384
test,plastic,data\test\plastic\plastic208.jpg,512,384
test,plastic,data\test\plastic\plastic209.jpg,512,384
test,plastic,data\test\plastic\plastic21.jpg,512,384
test,plastic,data\test\plastic\plastic217.jpg,512,384
test,plastic,data\test\plastic\plastic230.jpg,512,384
test,plastic,data\test\plastic\plastic231.jpg,512,384
test,plastic,data\test\plastic\plastic233.jpg,512,384
test,plastic,data\test\plastic\plastic238.jpg,512,384
test,plastic,data\test\plastic\plastic246.jpg,512,384
test,plastic,data\test\plastic\plastic253.jpg,512,384
test,plastic,data\test\plastic\plastic271.jpg,512,384
test,plastic,data\test\plastic\plastic277.jpg,512,384
test,plastic,data\test\plastic\plastic281.jpg,512,384
test,plastic,data\test\plastic\plastic290.jpg,512,384
test,plastic,data\test\plastic\plastic292.jpg,512,384
test,plastic,data\test\plastic\plastic294.jpg,512,384
test,plastic,data\test\plastic\plastic297.jpg,512,384
test,plastic,data\test\plastic\plastic305.jpg,512,384
test,plastic,data\test\plastic\plastic31.jpg,512,384
test,plastic,data\test\plastic\plastic315.jpg,512,384
test,plastic,data\test\plastic\plastic316.jpg,512,384
test,plastic,data\test\plastic\plastic329.jpg,512,384
test,plastic,data\test\plastic\plastic330.jpg,512,384
test,plastic,data\test\plastic\plastic336.jpg,512,384
test,plastic,data\test\plastic\plastic342.jpg,512,384
test,plastic,data\test\plastic\plastic346.jpg,512,384
test,plastic,data\test\plastic\plastic351.jpg,512,384
test,plastic,data\test\plastic\plastic364.jpg,512,384
test,plastic,data\test\plastic\plastic374.jpg,512,384
test,plastic,data\test\plastic\plastic38.jpg,512,384
test,plastic,data\test\plastic\plastic383.jpg,512,384
test,plastic,data\test\plastic\plastic386.jpg,512,384
test,plastic,data\test\plastic\plastic390.jpg,512,384
test,plastic,data\test\plastic\plastic394.jpg,512,384
test,plastic,data\test\plastic\plastic399.jpg,512,384
test,plastic,data\test\plastic\plastic42.jpg,512,384
test,plastic,data\test\plastic\plastic424.jpg,512,384
test,plastic,data\test\plastic\plastic428.jpg,512,384
test,plastic,data\test\plastic\plastic43.jpg,512,384
test,plastic,data\test\plastic\plastic434.jpg,512,384
test,plastic,data\test\plastic\plastic449.jpg,512,384
test,plastic,data\test\plastic\plastic457.jpg,512,384
test,plastic,data\test\plastic\plastic464.jpg,512,384
test,plastic,data\test\plastic\plastic465.jpg,512,384
test,plastic,data\test\plastic\plastic481.jpg,512,384
test,plastic,data\test\plastic\plastic482.jpg,512,384
test,plastic,data\test\plastic\plastic5.jpg,512,384
test,plastic,data\test\plastic\plastic51.jpg,512,384
test,plastic,data\test\plastic\plastic57.jpg,512,384
test,plastic,data\test\plastic\plastic93.jpg,512,384
test,plastic,data\test\plastic\plastic94.jpg,512,384
test,trash,data\test\trash\trash102.jpg,512,384
test,trash,data\test\trash\trash111.jpg,512,384
test,trash,data\test\trash\trash134.jpg,512,384
test,trash,data\test\trash\trash136.jpg,512,384
test,trash,data\test\trash\trash137.jpg,512,384
test,trash,data\test\trash\trash18.jpg,512,384
test,trash,data\test\trash\trash23.jpg,512,384
test,trash,data\test\trash\trash42.jpg,512,384
test,trash,data\test\trash\trash44.jpg,512,384
test,trash,data\test\trash\trash53.jpg,512,384
test,trash,data\test\trash\trash55.jpg,512,384
test,trash,data\test\trash\trash59.jpg,512,384
test,trash,data\test\trash\trash66.jpg,512,384
test,trash,data\test\trash\trash67.jpg,512,384
test,trash,data\test\trash\trash76.jpg,512,384
test,trash,data\test\trash\trash8.jpg,512,384
test,trash,data\test\trash\trash85.jpg,512,384
test,trash,data\test\trash\trash89.jpg,512,384
test,trash,data\test\trash\trash92.jpg,512,384
test,trash,data\test\trash\trash93.jpg,512,384
test,trash,data\test\trash\trash96.jpg,512,384
test,trash,data\test\trash\trash97.jpg,512,384
train,cardboard,data\train\cardboard\cardboard1.jpg,512,384
train,cardboard,data\train\cardboard\cardboard10.jpg,512,384
train,cardboard,data\train\cardboard\cardboard100.jpg,512,384
train,cardboard,data\train\cardboard\cardboard102.jpg,512,384
train,cardboard,data\train\cardboard\cardboard103.jpg,512,384
train,cardboard,data\train\cardboard\cardboard104.jpg,512,384
train,cardboard,data\train\cardboard\cardboard105.jpg,512,384
train,cardboard,data\train\cardboard\cardboard106.jpg,512,384
train,cardboard,data\train\cardboard\cardboard107.jpg,512,384
train,cardboard,data\train\cardboard\cardboard108.jpg,512,384
train,cardboard,data\train\cardboard\cardboard109.jpg,512,384
train,cardboard,data\train\cardboard\cardboard111.jpg,512,384
train,cardboard,data\train\cardboard\cardboard114.jpg,512,384
train,cardboard,data\train\cardboard\cardboard115.jpg,512,384
train,cardboard,data\train\cardboard\cardboard116.jpg,512,384
train,cardboard,data\train\cardboard\cardboard117.jpg,512,384
train,cardboard,data\train\cardboard\cardboard118.jpg,512,384
train,cardboard,data\train\cardboard\cardboard120.jpg,512,384
train,cardboard,data\train\cardboard\cardboard121.jpg,512,384
train,cardboard,data\train\cardboard\cardboard122.jpg,512,384
train,cardboard,data\train\cardboard\cardboard123.jpg,512,384
train,cardboard,data\train\cardboard\cardboard125.jpg,512,384
train,cardboard,data\train\cardboard\cardboard126.jpg,512,384
train,cardboard,data\train\cardboard\cardboard127.jpg,512,384
train,cardboard,data\train\cardboard\cardboard128.jpg,512,384
train,cardboard,data\train\cardboard\cardboard13.jpg,512,384
train,cardboard,data\train\cardboard\cardboard132.jpg,512,384
train,cardboard,data\train\cardboard\cardboard133.jpg,512,384
train,cardboard,data\train\cardboard\cardboard134.jpg,512,384
train,cardboard,data\train\cardboard\cardboard136.jpg,512,384
train,cardboard,data\train\cardboard\cardboard137.jpg,512,384
train,cardboard,data\train\cardboard\cardboard138.jpg,512,384
train,cardboard,data\train\cardboard\cardboard14.jpg,512,384
train,cardboard,data\train\cardboard\cardboard140.jpg,512,384
train,cardboard,data\train\cardboard\cardboard142.jpg,512,384
train,cardboard,data\train\cardboard\cardboard144.jpg,512,384
train,cardboard,data\train\cardboard\cardboard147.jpg,512,384
train,cardboard,data\train\cardboard\cardboard148.jpg,512,384
train,cardboard,data\train\cardboard\cardboard149.jpg,512,384
train,cardboard,data\train\cardboard\cardboard15.jpg,512,384
train,cardboard,data\train\cardboard\cardboard151.jpg,512,384
train,cardboard,data\train\cardboard\cardboard152.jpg,512,384
train,cardboard,data\train\cardboard\cardboard153.jpg,512,384
train,cardboard,data\train\cardboard\cardboard154.jpg,512,384
train,cardboard,data\train\cardboard\cardboard155.jpg,512,384
train,cardboard,data\train\cardboard\cardboard157.jpg,512,384
train,cardboard,data\train\cardboard\cardboard158.jpg,512,384
train,cardboard,data\train\cardboard\cardboard159.jpg,512,384
train,cardboard,data\train\cardboard\cardboard16.jpg,512,384
train,cardboard,data\train\cardboard\cardboard160.jpg,512,384
train,cardboard,data\train\cardboard\cardboard161.jpg,512,384
train,cardboard,data\train\cardboard\cardboard164.jpg,512,384
train,cardboard,data\train\cardboard\cardboard166.jpg,512,384
train,cardboard,data\train\cardboard\cardboard167.jpg,512,384
train,cardboard,data\train\cardboard\cardboard168.jpg,512,384
train,cardboard,data\train\cardboard\cardboard169.jpg,512,384
train,cardboard,data\train\cardboard\cardboard17.jpg,512,384
train,cardboard,data\train\cardboard\cardboard171.jpg,512,384
train,cardboard,data\train\cardboard\cardboard173.jpg,512,384
train,cardboard,data\train\cardboard\cardboard175.jpg,512,384
train,cardboard,data\train\cardboard\cardboard176.jpg,512,384
train,cardboard,data\train\cardboard\cardboard177.jpg,512,384
train,cardboard,data\train\cardboard\cardboard179.jpg,512,384
train,cardboard,data\train\cardboard\cardboard18.jpg,512,384
train,cardboard,data\train\cardboard\cardboard180.jpg,512,384
train,cardboard,data\train\cardboard\cardboard181.jpg,512,384
train,cardboard,data\train\cardboard\cardboard182.jpg,512,384
train,cardboard,data\train\cardboard\cardboard183.jpg,512,384
train,cardboard,data\train\cardboard\cardboard184.jpg,512,384
train,cardboard,data\train\cardboard\cardboard185.jpg,512,384
train,cardboard,data\train\cardboard\cardboard186.jpg,512,384
train,cardboard,data\train\cardboard\cardboard187.jpg,512,384
train,cardboard,data\train\cardboard\cardboard189.jpg,512,384
train,cardboard,data\train\cardboard\cardboard19.jpg,512,384
train,cardboard,data\train\cardboard\cardboard191.jpg,512,384
train,cardboard,data\train\cardboard\cardboard192.jpg,512,384
train,cardboard,data\train\cardboard\cardboard193.jpg,512,384
train,cardboard,data\train\cardboard\cardboard194.jpg,512,384
train,cardboard,data\train\cardboard\cardboard195.jpg,512,384
train,cardboard,data\train\cardboard\cardboard198.jpg,512,384
train,cardboard,data\train\cardboard\cardboard200.jpg,512,384
train,cardboard,data\train\cardboard\cardboard202.jpg,512,384
train,cardboard,data\train\cardboard\cardboard205.jpg,512,384
train,cardboard,data\train\cardboard\cardboard207.jpg,512,384
train,cardboard,data\train\cardboard\cardboard208.jpg,512,384
train,cardboard,data\train\cardboard\cardboard209.jpg,512,384
train,cardboard,data\train\cardboard\cardboard21.jpg,512,384
train,cardboard,data\train\cardboard\cardboard210.jpg,512,384
train,cardboard,data\train\cardboard\cardboard213.jpg,512,384
train,cardboard,data\train\cardboard\cardboard214.jpg,512,384
train,cardboard,data\train\cardboard\cardboard215.jpg,512,384
train,cardboard,data\train\cardboard\cardboard216.jpg,512,384
train,cardboard,data\train\cardboard\cardboard217.jpg,512,384
train,cardboard,data\train\cardboard\cardboard218.jpg,512,384
train,cardboard,data\train\cardboard\cardboard219.jpg,512,384
train,cardboard,data\train\cardboard\cardboard224.jpg,512,384
train,cardboard,data\train\cardboard\cardboard226.jpg,512,384
train,cardboard,data\train\cardboard\cardboard228.jpg,512,384
train,cardboard,data\train\cardboard\cardboard229.jpg,512,384
train,cardboard,data\train\cardboard\cardboard23.jpg,512,384
train,cardboard,data\train\cardboard\cardboard230.jpg,512,384
train,cardboard,data\train\cardboard\cardboard231.jpg,512,384
train,cardboard,data\train\cardboard\cardboard233.jpg,512,384
train,cardboard,data\train\cardboard\cardboard235.jpg,512,384
train,cardboard,data\train\cardboard\cardboard236.jpg,512,384
train,cardboard,data\train\cardboard\cardboard237.jpg,512,384
train,cardboard,data\train\cardboard\cardboard238.jpg,512,384
train,cardboard,data\train\cardboard\cardboard239.jpg,512,384
train,cardboard,data\train\cardboard\cardboard24.jpg,512,384
train,cardboard,data\train\cardboard\cardboard240.jpg,512,384
train,cardboard,data\train\cardboard\cardboard241.jpg,512,384
train,cardboard,data\train\cardboard\cardboard242.jpg,512,384
train,cardboard,data\train\cardboard\cardboard243.jpg,512,384
train,cardboard,data\train\cardboard\cardboard245.jpg,512,384
train,cardboard,data\train\cardboard\cardboard246.jpg,512,384
train,cardboard,data\train\cardboard\cardboard247.jpg,512,384
train,cardboard,data\train\cardboard\cardboard248.jpg,512,384
train,cardboard,data\train\cardboard\cardboard25.jpg,512,384
train,cardboard,data\train\cardboard\cardboard250.jpg,512,384
train,cardboard,data\train\cardboard\cardboard251.jpg,512,384
train,cardboard,data\train\cardboard\cardboard252.jpg,512,384
train,cardboard,data\train\cardboard\cardboard253.jpg,512,384
train,cardboard,data\train\cardboard\cardboard255.jpg,512,384
train,cardboard,data\train\cardboard\cardboard257.jpg,512,384
train,cardboard,data\train\cardboard\cardboard259.jpg,512,384
train,cardboard,data\train\cardboard\cardboard26.jpg,512,384
train,cardboard,data\train\cardboard\cardboard260.jpg,512,384
train,cardboard,data\train\cardboard\cardboard261.jpg,512,384
train,cardboard,data\train\cardboard\cardboard263.jpg,512,384
train,cardboard,data\train\cardboard\cardboard265.jpg,512,384
train,cardboard,data\train\cardboard\cardboard268.jpg,512,384
train,cardboard,data\train\cardboard\cardboard269.jpg,512,384
train,cardboard,data\train\cardboard\cardboard270.jpg,512,384
train,cardboard,data\train\cardboard\cardboard271.jpg,512,384
train,cardboard,data\train\cardboard\cardboard272.jpg,512,384
train,cardboard,data\train\cardboard\cardboard275.jpg,512,384
train,cardboard,data\train\cardboard\cardboard276.jpg,512,384
train,cardboard,data\train\cardboard\cardboard277.jpg,512,384
train,cardboard,data\train\cardboard\cardboard278.jpg,512,384
